Label	Predicted	Score
Sneaker	Sneaker	0.9981927
Pullover	Pullover	0.65429395
Shirt	Shirt	0.98843783
T-shirt/top	T-shirt/top	0.9937388
Sneaker	Sneaker	0.5733661
Sandal	Sandal	0.99983907
Bag	Bag	1.0
Sandal	Sandal	0.99999595
Shirt	Shirt	0.5690216
T-shirt/top	T-shirt/top	0.99841523
Pullover	Pullover	0.72693175
Coat	Coat	0.99596846
Ankle boot	Ankle boot	0.99918574
Pullover	Pullover	0.99708766
Shirt	Shirt	0.8389255
Trouser	Trouser	0.99801993
Trouser	Trouser	0.99996614
Ankle boot	Ankle boot	0.9999819
Dress	Dress	0.97229856
Trouser	Trouser	0.9999926
Pullover	Pullover	0.99112964
Pullover	Pullover	0.9998784
Pullover	Pullover	0.9833523
Dress	Dress	0.99989545
Sneaker	Sneaker	0.8398636
Sandal	Sandal	0.9899075
Sneaker	Sneaker	0.99874413
Coat	Coat	0.97238535
Coat	Pullover	0.670463
Coat	Pullover	0.47703376
Trouser	Trouser	0.99999666
Pullover	Pullover	0.99781704
Dress	Dress	0.9509023
Sandal	Sandal	0.9991934
Coat	Coat	0.9309378
Pullover	Pullover	0.9933963
Ankle boot	Ankle boot	0.9996557
Trouser	Trouser	1.0
Sandal	Sandal	0.9999174
Ankle boot	Ankle boot	0.999982
Dress	Dress	0.9639018
Shirt	Shirt	0.9876588
Shirt	Shirt	0.94087005
Coat	Coat	0.7176113
T-shirt/top	T-shirt/top	0.99559575
Trouser	Trouser	1.0
Sneaker	Sneaker	0.9102962
Sneaker	Sneaker	0.9995982
Coat	Shirt	0.59840536
Shirt	Shirt	0.9662765
Sneaker	Sneaker	0.9151071
Sneaker	Sneaker	0.9050175
Dress	Dress	0.8660374
T-shirt/top	T-shirt/top	0.7192372
Coat	Coat	0.99586225
Dress	Dress	0.9990625
Pullover	Pullover	0.99044997
Sneaker	Sneaker	0.99870276
Bag	Bag	0.99999416
Sneaker	Sneaker	0.9998448
Pullover	Pullover	0.99801886
Bag	Bag	0.99999917
T-shirt/top	T-shirt/top	0.99990606
Bag	Bag	1.0
Sneaker	Sneaker	0.9959998
Coat	Coat	0.99506277
Shirt	Pullover	0.38177195
Pullover	Pullover	0.9968177
Sneaker	Sneaker	0.9760868
T-shirt/top	T-shirt/top	0.9968976
Ankle boot	Ankle boot	0.99970144
Ankle boot	Ankle boot	0.99970514
Dress	Dress	0.98908013
Trouser	Trouser	0.9999422
Sandal	Sandal	0.99999964
Ankle boot	Ankle boot	0.99975413
Dress	Dress	0.996741
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.9013388
Dress	Dress	0.99550784
Dress	Dress	0.9967608
Sandal	Sandal	0.9999622
Ankle boot	Ankle boot	0.9942614
Sneaker	Sneaker	0.99987507
Ankle boot	Ankle boot	0.9996973
Bag	Bag	0.99878913
Dress	Dress	0.9195323
Sandal	Sandal	0.9999167
Ankle boot	Ankle boot	0.9997633
Dress	Dress	0.9723991
Sneaker	Sneaker	0.9933901
Ankle boot	Ankle boot	0.9996487
Dress	Dress	0.99810696
Coat	Shirt	0.3450078
Shirt	T-shirt/top	0.54490936
Shirt	Shirt	0.5325295
Sandal	Sandal	0.9999902
Sneaker	Sneaker	0.99942493
Sneaker	Sneaker	0.9926823
Shirt	Pullover	0.956707
Dress	Shirt	0.4928572
Sandal	Sandal	0.9993285
Dress	Dress	0.938806
Trouser	Trouser	0.9999995
Trouser	Trouser	0.99999905
Ankle boot	Ankle boot	0.99757904
Coat	Pullover	0.63433504
Dress	Dress	0.9983942
Ankle boot	Ankle boot	0.99986625
Sandal	Sandal	0.99999905
Sandal	Sandal	0.9999696
Sneaker	Sneaker	0.99948704
Pullover	Pullover	0.9997298
Coat	Coat	0.7592925
Ankle boot	Ankle boot	0.9999908
T-shirt/top	T-shirt/top	0.99655116
Pullover	Pullover	0.9976793
Trouser	Trouser	0.99999964
Ankle boot	Ankle boot	0.9986785
Sneaker	Sandal	0.5686381
Trouser	Trouser	0.99999964
Sandal	Sandal	0.9999888
T-shirt/top	T-shirt/top	0.86173975
Sandal	Sandal	0.5994375
Sandal	Sandal	0.9999914
T-shirt/top	T-shirt/top	0.9254812
Dress	Dress	0.9968761
Sandal	Sandal	0.9007796
T-shirt/top	T-shirt/top	0.85148174
Dress	Dress	0.99566615
Dress	Dress	0.99972147
Sneaker	Sneaker	0.94577104
Coat	Coat	0.98792356
Pullover	Pullover	0.9426861
Shirt	Shirt	0.9982633
Bag	Bag	0.9999993
Sandal	Sandal	0.9998859
Ankle boot	Ankle boot	0.999884
Pullover	Pullover	0.99697244
Trouser	Trouser	0.9999999
T-shirt/top	Dress	0.37785512
Sandal	Sandal	0.9999896
Sandal	Sandal	0.9999713
Bag	Bag	0.99663794
Sandal	Sandal	0.9999924
Dress	Dress	0.9984962
Sneaker	Sneaker	0.9998982
Coat	Coat	0.96745914
Coat	Coat	0.9927844
Dress	Dress	0.7387053
Ankle boot	Ankle boot	0.9999962
Shirt	Shirt	0.71712667
T-shirt/top	T-shirt/top	0.9999683
T-shirt/top	T-shirt/top	0.9242127
Ankle boot	Ankle boot	0.9999752
Trouser	Trouser	0.9999995
Coat	Pullover	0.99533445
Dress	Dress	0.99544024
Trouser	Trouser	0.99968934
Sandal	Sandal	0.9999993
Dress	Dress	0.5071781
Bag	Bag	0.9999945
Sandal	Sandal	0.9999727
Trouser	Trouser	0.9999999
Trouser	Trouser	0.99999976
Pullover	Pullover	0.99982077
Ankle boot	Ankle boot	0.9996822
Coat	Coat	0.84561515
T-shirt/top	T-shirt/top	0.999666
Sandal	Sandal	0.99973947
Pullover	Pullover	0.9166313
Bag	Bag	0.999998
T-shirt/top	T-shirt/top	0.9968959
Pullover	Pullover	0.99822193
Ankle boot	Ankle boot	0.99997973
Bag	Bag	0.99999917
Pullover	Pullover	0.57924217
Coat	Coat	0.99911827
Bag	Bag	0.99996066
Dress	Dress	0.9981388
Bag	Bag	1.0
T-shirt/top	T-shirt/top	0.99940217
Pullover	Coat	0.9635708
T-shirt/top	T-shirt/top	0.77774674
T-shirt/top	T-shirt/top	0.8977598
Coat	Pullover	0.9311349
Bag	Bag	1.0
Sandal	Sandal	0.9998702
Coat	Coat	0.7924767
Ankle boot	Ankle boot	0.99998856
T-shirt/top	T-shirt/top	0.77648044
Ankle boot	Ankle boot	0.9990397
Sandal	Sandal	0.99996495
Bag	Bag	0.99999774
Shirt	Shirt	0.98032343
Ankle boot	Ankle boot	0.9999685
Trouser	Trouser	0.9999994
Pullover	Pullover	0.9762356
Sneaker	Sneaker	0.9994373
Pullover	Pullover	0.99836355
Trouser	Trouser	0.99993
Shirt	Shirt	0.97916234
Shirt	Shirt	0.5288499
T-shirt/top	T-shirt/top	0.6291266
Shirt	Shirt	0.9849363
Sandal	Sandal	0.99999356
T-shirt/top	T-shirt/top	0.8540473
Coat	Coat	0.9231207
Bag	Bag	1.0
Sandal	Sandal	0.9521231
Sandal	Sandal	0.9999999
Pullover	Pullover	0.9987029
T-shirt/top	T-shirt/top	0.65328425
Dress	Shirt	0.81769884
Bag	Bag	0.999997
Shirt	Shirt	0.5307893
Dress	T-shirt/top	0.42301157
Trouser	Trouser	0.9999988
Ankle boot	Ankle boot	0.99998736
Pullover	Pullover	0.88757896
Ankle boot	Ankle boot	0.9970927
Sneaker	Sneaker	0.99913055
Dress	Pullover	0.9786381
Shirt	Shirt	0.95782256
Coat	Pullover	0.62437105
Bag	Bag	0.99999464
Dress	Dress	0.9770005
Coat	Coat	0.9985697
Bag	Bag	0.99999595
Sandal	Sandal	0.9999974
Shirt	Pullover	0.6724143
Bag	Bag	0.9999522
Dress	Dress	0.99731714
Dress	Dress	0.96933204
Trouser	Trouser	0.99999905
Coat	Pullover	0.7977738
Pullover	Pullover	0.92480433
T-shirt/top	T-shirt/top	0.99956256
Coat	Coat	0.759605
Ankle boot	Ankle boot	0.99999666
T-shirt/top	T-shirt/top	0.88561565
Pullover	Pullover	0.73386997
Trouser	Trouser	0.9999999
Ankle boot	Ankle boot	0.9999764
Ankle boot	Ankle boot	0.99968326
Bag	Bag	1.0
Trouser	Trouser	0.99999547
Bag	Bag	0.79694086
Bag	Bag	0.9999995
Dress	Dress	0.9969007
Dress	Dress	0.9982297
Dress	Dress	0.92980534
Bag	Bag	0.99984825
Sandal	Sandal	0.9999969
Ankle boot	Ankle boot	0.99996793
Shirt	Pullover	0.9815895
Shirt	Pullover	0.99476224
Bag	Bag	0.99999464
Sneaker	Sneaker	0.99843854
T-shirt/top	T-shirt/top	0.6058306
Dress	Dress	0.98110306
T-shirt/top	T-shirt/top	0.75533396
T-shirt/top	T-shirt/top	0.93119377
T-shirt/top	T-shirt/top	0.8157849
Sandal	Sandal	0.99765766
Sneaker	Sneaker	0.99823797
Sandal	Sandal	0.99999225
T-shirt/top	T-shirt/top	0.9978689
Sneaker	Sneaker	0.96556616
Ankle boot	Ankle boot	0.9999862
Trouser	Trouser	1.0
Shirt	Pullover	0.5877886
Coat	Coat	0.99928147
Bag	Bag	0.99999857
Ankle boot	Ankle boot	0.9999945
Dress	Dress	0.98832846
Sandal	Sandal	0.99999785
Shirt	Pullover	0.49985072
T-shirt/top	T-shirt/top	0.9146331
Coat	Coat	0.99209106
Coat	Coat	0.96081316
Sneaker	Sneaker	0.5936145
Bag	Bag	0.99997795
Ankle boot	Ankle boot	0.9991234
Trouser	Trouser	0.9999914
Bag	Bag	0.9909288
Pullover	Pullover	0.9674895
Sandal	Sandal	1.0
Sandal	Sandal	0.99991274
Dress	Dress	0.99752754
Trouser	Trouser	0.99995446
Trouser	Trouser	0.9999989
Bag	Bag	0.9995221
Bag	Bag	0.9999999
Dress	Dress	0.99220484
T-shirt/top	T-shirt/top	0.9919585
Sneaker	Sneaker	0.9997234
T-shirt/top	T-shirt/top	0.9922788
Trouser	Trouser	0.9999993
Bag	Bag	0.9999956
Trouser	Trouser	0.99570495
Shirt	T-shirt/top	0.5244889
Coat	Coat	0.9763533
Ankle boot	Ankle boot	0.9994574
Bag	Bag	0.9999951
Ankle boot	Ankle boot	0.9582201
Bag	Bag	0.9999205
Bag	Bag	0.99998486
Shirt	Shirt	0.90956366
Ankle boot	Ankle boot	0.9999622
Trouser	Trouser	1.0
Bag	Bag	0.9998317
Coat	Coat	0.7476469
Pullover	Pullover	0.99763405
Sneaker	Sneaker	0.9935822
Sneaker	Sneaker	0.9953798
T-shirt/top	T-shirt/top	0.99896574
Sandal	Sandal	0.9999039
Trouser	Trouser	1.0
Trouser	Trouser	0.9999577
T-shirt/top	T-shirt/top	0.9894413
Shirt	Shirt	0.8288586
Coat	Coat	0.9775523
Dress	Dress	0.8076314
T-shirt/top	T-shirt/top	0.99422956
Coat	Coat	0.94324934
Dress	Dress	0.9991788
Sandal	Sandal	0.9674232
Trouser	Trouser	0.9999999
Shirt	Pullover	0.9195334
Dress	Dress	0.973823
Dress	Dress	0.9985013
Coat	Coat	0.9614642
Coat	Pullover	0.40488115
Sandal	Sandal	0.99999976
Shirt	Shirt	0.6061239
Ankle boot	Ankle boot	0.99999714
Bag	Bag	0.9999999
Dress	Dress	0.9986387
Dress	Dress	0.92093295
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.9998951
Pullover	Pullover	0.93028986
Trouser	Trouser	0.9999993
Coat	Pullover	0.7124138
Coat	Coat	0.9804339
Coat	Coat	0.60800546
Bag	Bag	0.9999962
Coat	Coat	0.93380505
Ankle boot	Ankle boot	0.99995184
T-shirt/top	T-shirt/top	0.9999795
Ankle boot	Ankle boot	0.99991703
Ankle boot	Ankle boot	0.99993384
Sandal	Sandal	0.99999976
T-shirt/top	T-shirt/top	0.67227405
Shirt	Shirt	0.8105282
T-shirt/top	T-shirt/top	0.99858046
Sandal	Sandal	0.99866617
T-shirt/top	T-shirt/top	0.9865943
Dress	Shirt	0.4242876
Ankle boot	Ankle boot	0.99999297
Bag	Bag	0.89568156
Dress	Dress	0.9932783
Shirt	Shirt	0.9660096
Trouser	Trouser	0.9999994
Ankle boot	Ankle boot	0.9999939
Coat	Coat	0.69854045
Trouser	Trouser	0.999998
Shirt	Shirt	0.89857066
Coat	Coat	0.99757355
Sandal	Sandal	1.0
Coat	Coat	0.9720917
Trouser	Trouser	1.0
Shirt	Coat	0.71538097
Bag	Bag	0.9999827
Sandal	Sandal	0.99971217
Ankle boot	Ankle boot	0.9999738
Coat	Coat	0.9956513
Sandal	Sandal	0.99999416
Dress	Dress	0.99226695
Bag	Bag	0.3932472
Bag	Bag	0.9999286
Trouser	Trouser	0.94922435
T-shirt/top	T-shirt/top	0.7752421
Shirt	Shirt	0.8655418
Bag	Bag	0.9999999
Ankle boot	Ankle boot	0.99999857
T-shirt/top	T-shirt/top	0.99679345
Sandal	Sandal	0.9997516
Shirt	T-shirt/top	0.74672085
Pullover	Pullover	0.9916992
Coat	Bag	0.80118245
Ankle boot	Ankle boot	0.99987197
Dress	Dress	0.9926852
Pullover	Pullover	0.55418396
Shirt	Pullover	0.6706015
Bag	Bag	0.9999994
Sandal	Sandal	0.9999912
Ankle boot	Ankle boot	0.99993134
Pullover	Pullover	0.99880004
Dress	Dress	0.99979776
Trouser	Trouser	0.9999951
Shirt	Shirt	0.82438475
Dress	Dress	0.97578204
Shirt	Shirt	0.831706
Pullover	Pullover	0.9994363
Sneaker	Sneaker	0.9959124
Pullover	Pullover	0.9993455
Trouser	Trouser	0.9999994
Pullover	Pullover	0.9994406
T-shirt/top	Shirt	0.4148283
Dress	Dress	0.5928159
T-shirt/top	T-shirt/top	0.95280546
Coat	Pullover	0.9681464
Bag	Bag	0.99982697
Sandal	Sandal	0.9999962
T-shirt/top	T-shirt/top	0.9913045
Bag	Bag	0.99998295
Sandal	Sandal	0.996851
Pullover	Pullover	0.9881825
Sneaker	Sneaker	0.99842477
Bag	Bag	0.9999988
Trouser	Trouser	0.99999845
Sandal	Sandal	0.9998956
Ankle boot	Ankle boot	0.99996126
Bag	Bag	0.99989855
T-shirt/top	Shirt	0.6388405
Ankle boot	Ankle boot	0.99989235
T-shirt/top	T-shirt/top	0.99991417
Ankle boot	Ankle boot	0.99979883
Dress	Dress	0.99537224
Ankle boot	Ankle boot	0.9687362
Sandal	Sandal	0.9999093
Sneaker	Ankle boot	0.81931794
Ankle boot	Ankle boot	0.99949837
Shirt	Shirt	0.8988041
T-shirt/top	T-shirt/top	0.82893044
Sneaker	Sneaker	0.995349
Trouser	Trouser	1.0
Sandal	Sandal	0.9999112
Sandal	Sandal	0.99943167
Ankle boot	Ankle boot	0.99999785
Sandal	Sandal	0.99999905
Coat	Coat	0.94908494
Shirt	Coat	0.93557
Pullover	Pullover	0.997419
Coat	Coat	0.93240124
Sandal	Sandal	0.999453
Ankle boot	Ankle boot	0.9999013
Sneaker	Sneaker	0.7295804
Coat	Coat	0.9914016
Pullover	Pullover	0.97545433
Pullover	Shirt	0.85893786
Ankle boot	Ankle boot	0.99996364
Ankle boot	Ankle boot	0.9928657
Shirt	Trouser	0.93028575
Pullover	Pullover	0.9999294
Trouser	Trouser	1.0
Dress	Dress	0.71003896
Sneaker	Sneaker	0.9997615
Trouser	Trouser	0.9999987
Bag	Bag	0.9999261
Sneaker	Sneaker	0.99978644
Ankle boot	Ankle boot	0.8389282
Trouser	Trouser	0.9999999
Bag	Bag	0.9999999
Ankle boot	Ankle boot	0.99997485
Dress	Dress	0.9967892
Sneaker	Sneaker	0.9836278
Sneaker	Sneaker	0.7664857
Sneaker	Sneaker	0.9998254
Trouser	Trouser	1.0
Sneaker	Sneaker	0.9996984
Coat	Coat	0.8623631
Coat	Coat	0.99015933
T-shirt/top	Shirt	0.42886922
Pullover	Pullover	0.9994011
Coat	Dress	0.29421264
Sandal	Sandal	0.9999144
Pullover	Pullover	0.9753073
Bag	Bag	0.9993112
Ankle boot	Ankle boot	0.99973434
Shirt	Shirt	0.92190367
Bag	Bag	0.99998677
Shirt	T-shirt/top	0.9370953
T-shirt/top	T-shirt/top	0.9217728
Sneaker	Sneaker	0.9918681
Sneaker	Sneaker	0.9996475
Sandal	Sandal	1.0
T-shirt/top	T-shirt/top	0.97501975
Trouser	Trouser	0.9999999
Ankle boot	Ankle boot	0.99995613
Shirt	Shirt	0.46135387
T-shirt/top	Shirt	0.8782182
Coat	Coat	0.9838358
Ankle boot	Ankle boot	0.9866192
Pullover	Pullover	0.99314487
Pullover	Pullover	0.6287984
Shirt	Shirt	0.9625424
Sneaker	Sneaker	0.6051124
Trouser	Trouser	0.99999976
T-shirt/top	T-shirt/top	0.8281344
Sandal	Sandal	1.0
T-shirt/top	Bag	0.59084064
Sneaker	Sneaker	0.5252534
Pullover	Pullover	0.9879511
Bag	Bag	0.99998796
Shirt	Pullover	0.8966118
Dress	Dress	0.9984357
Shirt	Shirt	0.94824517
Trouser	Trouser	0.9993955
Sneaker	Sneaker	0.9991923
Coat	Coat	0.8205078
Bag	Bag	0.9999409
Sneaker	Sneaker	0.9999386
Coat	Coat	0.99198127
Trouser	Trouser	0.99999833
Sneaker	Sneaker	0.6475278
Bag	Bag	0.99999976
Pullover	Pullover	0.92464316
Coat	Coat	0.9521687
Coat	Bag	0.70885426
Coat	Coat	0.98086745
Coat	Coat	0.8421261
Trouser	Trouser	0.9999994
Bag	Bag	0.99994075
Shirt	Shirt	0.98747754
Sneaker	Sneaker	0.6367672
Pullover	Pullover	0.99298465
Ankle boot	Ankle boot	0.99999475
Coat	Coat	0.5116399
Sandal	Sandal	0.9999709
T-shirt/top	Shirt	0.5275491
Shirt	Dress	0.64862883
Dress	Dress	0.99966323
Bag	Bag	0.9999999
Bag	Bag	0.99991584
Pullover	Pullover	0.9985322
T-shirt/top	T-shirt/top	0.9985123
Sneaker	Sneaker	0.9942601
Pullover	Pullover	0.99802303
Coat	Coat	0.9374908
T-shirt/top	T-shirt/top	0.99323213
Dress	Dress	0.93881106
Trouser	Trouser	0.9999157
T-shirt/top	Shirt	0.48159468
Bag	Bag	0.9999989
Trouser	Trouser	0.9999937
Sneaker	Sneaker	0.91191316
Sneaker	Sneaker	0.9694307
Pullover	Pullover	0.99902785
Shirt	Shirt	0.9805863
Dress	Dress	0.99173874
Trouser	Trouser	1.0
Pullover	Pullover	0.82537484
Sneaker	Sneaker	0.9618988
T-shirt/top	Pullover	0.53494525
T-shirt/top	Shirt	0.47069466
T-shirt/top	T-shirt/top	0.9916614
Shirt	Shirt	0.88120943
Pullover	Pullover	0.98625165
Sneaker	Sneaker	0.99261415
Pullover	Pullover	0.9995815
Bag	Bag	0.9611754
Dress	Dress	0.9950671
Shirt	Pullover	0.90581757
Dress	Dress	0.99954295
T-shirt/top	T-shirt/top	0.99937916
Ankle boot	Ankle boot	0.99998975
Sneaker	Sneaker	0.9984189
Dress	Dress	0.9447747
Sandal	Sandal	0.9991935
Coat	Coat	0.9908427
Ankle boot	Ankle boot	0.9998566
Shirt	Shirt	0.75543153
Coat	Coat	0.90551394
Sandal	Sandal	0.9968568
T-shirt/top	T-shirt/top	0.9923126
Shirt	Shirt	0.6901724
Bag	Bag	0.99999976
Coat	Coat	0.8107856
T-shirt/top	T-shirt/top	0.98381066
Coat	Coat	0.9976266
Coat	Coat	0.9823684
T-shirt/top	T-shirt/top	0.99775887
Coat	Coat	0.62876797
Trouser	Trouser	0.9999999
Shirt	Shirt	0.9923765
Coat	Shirt	0.92699105
Dress	Shirt	0.47368777
Sneaker	Sneaker	0.9999107
Trouser	Trouser	0.99999416
Dress	T-shirt/top	0.8345908
Shirt	Coat	0.83813894
Coat	Coat	0.6538041
Trouser	Trouser	0.998505
Trouser	Trouser	1.0
Sandal	Sandal	0.99999547
Shirt	Shirt	0.97934306
Dress	Dress	0.9114846
Bag	Bag	0.99981314
Dress	Dress	0.9988391
Coat	Dress	0.37958795
Trouser	Trouser	0.9999944
Sneaker	Sneaker	0.96616334
Coat	Pullover	0.6298028
Ankle boot	Ankle boot	0.9999881
Bag	Bag	0.9999981
Bag	Bag	0.99999964
Coat	Coat	0.9925609
Sandal	Sandal	0.99988437
Sandal	Sandal	0.99998844
Shirt	Shirt	0.9975721
Sneaker	Sneaker	0.99568176
Dress	Dress	0.99090064
Ankle boot	Ankle boot	0.99999416
Trouser	Trouser	0.9999987
T-shirt/top	T-shirt/top	0.7620186
Sandal	Sandal	0.9999771
Dress	Dress	0.98679
Sneaker	Sneaker	0.99959046
T-shirt/top	Shirt	0.65026945
Trouser	Trouser	0.9999999
Trouser	Trouser	0.9999999
Bag	Bag	0.99997485
Dress	Shirt	0.981951
Pullover	Pullover	0.98320967
T-shirt/top	T-shirt/top	0.99983966
Sandal	Sandal	0.99999976
Ankle boot	Ankle boot	0.99937636
Shirt	Shirt	0.96875274
Dress	Dress	0.9978149
Bag	Bag	0.9998969
Trouser	Trouser	0.9999937
T-shirt/top	T-shirt/top	0.98065615
Coat	Coat	0.997957
Shirt	Shirt	0.6423334
Pullover	Shirt	0.529069
Coat	Pullover	0.56261
Bag	Bag	0.9999844
Dress	Dress	0.7340517
Coat	Shirt	0.61205345
Pullover	Pullover	0.9960609
Trouser	Trouser	0.9984353
Ankle boot	Ankle boot	0.99996996
Trouser	Trouser	0.8714842
Sneaker	Sneaker	0.98506
Ankle boot	Ankle boot	0.9997278
Sandal	Sandal	0.99992573
Sneaker	Sneaker	0.99975437
Shirt	Shirt	0.655031
Trouser	Trouser	0.9999999
Sandal	Sandal	0.997008
Bag	Bag	0.9999907
Bag	Bag	0.9993717
Pullover	Pullover	0.9997712
Shirt	Shirt	0.5077068
Coat	Coat	0.9993381
Shirt	Pullover	0.54211605
Dress	Dress	0.99827254
Trouser	Trouser	0.99999976
Shirt	Shirt	0.77962565
Coat	Coat	0.9808594
T-shirt/top	T-shirt/top	0.99749655
Dress	Trouser	0.79619724
Ankle boot	Ankle boot	0.9999863
Bag	Bag	0.9999999
Coat	Coat	0.98603916
T-shirt/top	T-shirt/top	0.8116282
Bag	Bag	0.99999654
Coat	Coat	0.9961259
Dress	Dress	0.97828376
Ankle boot	Ankle boot	0.99988866
Sneaker	Sneaker	0.98050207
Trouser	Trouser	1.0
Trouser	Trouser	0.99999917
Sneaker	Ankle boot	0.901453
Sandal	Sandal	0.9999989
Trouser	Trouser	0.9999974
Ankle boot	Ankle boot	0.9999956
Coat	Pullover	0.6935348
Coat	Coat	0.75837904
Pullover	Pullover	0.99844664
Coat	Dress	0.8856834
Bag	Bag	0.99999905
Shirt	Shirt	0.5888795
Sneaker	Sneaker	0.9976386
Trouser	Trouser	0.9999987
Dress	Dress	0.98277676
T-shirt/top	T-shirt/top	0.999044
Sneaker	Sneaker	0.9970175
Dress	Dress	0.9878435
Sandal	Sandal	0.9999852
Bag	Bag	0.9999995
Trouser	Trouser	1.0
Coat	Coat	0.9928925
Pullover	Pullover	0.99966025
Dress	Dress	0.99949896
Coat	Coat	0.74319947
Bag	Bag	0.9999913
Bag	Bag	0.9999999
Bag	Bag	0.9999989
Coat	Dress	0.7070423
Bag	Bag	0.999856
Trouser	Trouser	0.9999999
Bag	Bag	0.99999106
Ankle boot	Ankle boot	0.99931514
Dress	Dress	0.9936985
T-shirt/top	T-shirt/top	0.99707127
Shirt	Shirt	0.96753436
T-shirt/top	T-shirt/top	0.6381591
Pullover	Pullover	0.98070014
Ankle boot	Ankle boot	0.9999443
Sneaker	Sneaker	0.99157035
Dress	Dress	0.99668664
Sneaker	Ankle boot	0.5228173
T-shirt/top	T-shirt/top	0.9524751
Trouser	Trouser	0.9999999
Dress	Pullover	0.68873036
Sandal	Sandal	0.99999774
Ankle boot	Ankle boot	0.9999471
Dress	Shirt	0.56174856
T-shirt/top	T-shirt/top	0.96156377
Sandal	Sandal	0.99999523
T-shirt/top	T-shirt/top	0.99876666
Sandal	Sandal	0.9999956
Bag	Bag	0.9971745
Sneaker	Sneaker	0.9572451
Dress	Coat	0.47579145
Shirt	Shirt	0.9979481
Pullover	Pullover	0.9954513
Bag	Bag	0.99999654
T-shirt/top	T-shirt/top	0.56450045
T-shirt/top	T-shirt/top	0.8441985
Ankle boot	Ankle boot	0.99999857
Dress	Dress	0.97549677
T-shirt/top	T-shirt/top	0.5366529
Sandal	Sandal	0.99999976
Bag	Bag	0.99999106
Trouser	Trouser	0.99999774
Trouser	Trouser	0.9999999
Pullover	Pullover	0.93370837
Shirt	Shirt	0.98317194
Shirt	T-shirt/top	0.9516285
Shirt	T-shirt/top	0.53748304
Bag	Bag	0.9999157
Shirt	Shirt	0.5024387
Shirt	Pullover	0.9601841
Dress	Dress	0.90715724
Dress	Dress	0.964865
Ankle boot	Ankle boot	0.9998933
Sandal	Sandal	0.9999875
Coat	Pullover	0.4675512
Dress	Dress	0.55019426
Dress	Dress	0.9745744
Trouser	Trouser	0.9999999
Bag	Bag	0.9999974
Trouser	Trouser	0.9999988
Sandal	Sandal	0.99999964
Pullover	Pullover	0.9998708
Shirt	Shirt	0.7773077
T-shirt/top	T-shirt/top	0.99398106
Sneaker	Sneaker	0.9892412
Ankle boot	Ankle boot	0.9995158
Dress	Dress	0.9847061
Pullover	Pullover	0.99994135
Sneaker	Sneaker	0.9964478
Trouser	Trouser	0.9993185
Sneaker	Sneaker	0.99920124
Shirt	Shirt	0.74399656
Trouser	Trouser	1.0
Shirt	Shirt	0.6906968
Pullover	Pullover	0.9969791
Shirt	Bag	0.54844046
Shirt	Shirt	0.8530443
Sneaker	Sneaker	0.9986494
T-shirt/top	T-shirt/top	0.98046756
Coat	Coat	0.9884398
Ankle boot	Ankle boot	0.999757
Dress	Dress	0.9910712
Pullover	Pullover	0.9988524
Sandal	Sandal	0.99995303
T-shirt/top	T-shirt/top	0.7884661
Bag	Bag	0.9996
Shirt	Shirt	0.898201
Pullover	Pullover	0.9969651
Shirt	Shirt	0.9337719
Sneaker	Sneaker	0.99105084
Coat	Coat	0.99818677
Pullover	Pullover	0.9449438
Trouser	Trouser	0.9999982
Trouser	Trouser	0.9999987
T-shirt/top	T-shirt/top	0.99991226
Dress	Dress	0.9931677
Sandal	Sandal	0.9999083
Sandal	Sandal	0.9999397
Pullover	Pullover	0.9999541
Shirt	Shirt	0.9939004
Pullover	Pullover	0.9145769
Trouser	Trouser	0.9999989
Bag	Bag	0.99999714
T-shirt/top	Bag	0.9186215
Dress	Coat	0.86629146
Coat	Coat	0.9909011
Dress	Dress	0.42605466
Coat	Coat	0.9114548
Pullover	Pullover	0.94345975
Ankle boot	Ankle boot	0.9872136
Pullover	Pullover	0.8958963
Bag	Dress	0.41216448
Ankle boot	Ankle boot	0.9896402
Shirt	Shirt	0.9559193
Pullover	Pullover	0.75190306
T-shirt/top	Shirt	0.6280252
Shirt	Shirt	0.86888343
Coat	Coat	0.7863754
Sandal	Sandal	0.9991518
Coat	Coat	0.97065485
Sneaker	Ankle boot	0.99971277
Bag	Bag	0.999977
Trouser	Trouser	0.9999932
Shirt	Shirt	0.9730417
Dress	Shirt	0.31649327
Coat	Coat	0.6068631
Pullover	Coat	0.6151161
Ankle boot	Ankle boot	0.999382
Coat	Coat	0.78784883
Dress	Dress	0.9998981
Sandal	Sandal	0.53387576
Trouser	Trouser	1.0
Pullover	Pullover	0.98658377
Shirt	Shirt	0.98505026
T-shirt/top	T-shirt/top	0.98988974
Trouser	Trouser	1.0
Trouser	Trouser	0.9999999
T-shirt/top	T-shirt/top	0.99617577
Pullover	Pullover	0.9962972
Shirt	Shirt	0.99797374
Ankle boot	Ankle boot	0.99587774
Ankle boot	Ankle boot	0.9699478
T-shirt/top	T-shirt/top	0.9810401
Trouser	Trouser	0.9999994
Pullover	Pullover	0.99840206
Coat	Coat	0.9632629
Shirt	Shirt	0.83364475
Sneaker	Sneaker	0.5905159
Shirt	Pullover	0.9706308
Trouser	Trouser	1.0
Trouser	Trouser	0.99999654
